FID,passage,"choice 1 def 0 st 2 counselor",response
train/114.txt,"My ex-boyfriend is with someone new, and it hurts  I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.",2,"I am very sorry for the pain you are suffering. Losing the most significant person in your life is extremely painful and breakups are often equated to a death. There will certainly be a grieving process that you go through and time passing will allow the hurt to subside. With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place. Anytime sadness causes thoughts of suicide or self harm, it is important to get help immediately. A therapist can help you by validating your feelings and what you are going through, while also working with you to move through the grieving process, adopt new hobbies, social outlets, and goals for your future. While starting over and trying out new ways of being may seem like a daunting task, it will only make things easier and give you a sense of hope and purpose for your future. With the new year right around the corner, this could be viewed as a good time and opportunity to get reaquainted with yourself and set goals related to living a more fullfilling life. Hang in there. With a support system in place and a healthy mindset, things can only get easier. Best of luck to you!"
train/142.txt,"How can I atone for being cowardly?  I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.",2,"From your writing, you have already atoned for what you describe as ""cowardly"".Recognizing your action and trying to directly correct it, realizing your action was improper and demonstrating the willingness to take right action, are all examples of making things right.Since the actual driver is unavailable to consult as to their wishes on what they expect and feel would correct the matter, you did the next best thing and considered the situation from the driver point of view."
train/120.txt,"I don't believe in myself anymore  I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help.",0,"I am so sorry to hear about the difficult and painful experiences you have been through. It sounds like you have been through a lot of emotional and psychological trauma in your past relationship. It is completely understandable that you are feeling lost and unsure of yourself after such a challenging time.

I want to commend you for having the courage to leave that toxic relationship and start fresh in a new state. It takes a lot of strength to make such a big change, and I hope you can recognize that as a positive step towards healing and rebuilding your life.

It is important for you to process and release the emotions and experiences from your past relationship. One suggestion I have is to take some time to write a heartfelt letter to your emotionally depriving ex-partner, expressing all the emotions and experiences that have come up during your therapy exercises. This can be a therapeutic way to release pent-up emotions and begin the healing process.

Additionally, I encourage you to challenge the emotional deprivation schema by actively seeking out warm, empathic, and protective environments where you can have your emotional needs met. Surround yourself with good quality partners and friends who truly understand and value you. Building a strong support network can help you regain your sense of self-worth and confidence.

Lastly, please remember that healing from trauma takes time and patience. Be kind and gentle with yourself as you navigate this difficult journey. You deserve to feel happy and fulfilled, and with the right support and self-care, I believe you can get there. If you feel overwhelmed"
train/678.txt,People make me sick I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,2,"Sounds like you are dealing with a lot within your self which is causing you great pain.  I would suggest that first you get a full physical evaluation to make sure that you are ok physically.  Then getting a mental evaluation as well from a psychiatrist.  Seeing both would help rule out any physically or psychologically causes to your symptoms.    After getting these evaluations, your physician should be able to help guide you on what treatments would be the best to help with your everyday challenges your are facing.  Whether treatment includes medication and/or psychotherapist would be discussed.  Please consider doing both immediately so you can have the live you want everyday you wake up."
train/286.txt,Why do I have low self-esteem and lack confidence?   I always need alcohol to feel better and use that as a excuse.,1,"I'm sorry to hear that you're struggling with low self-esteem and confidence. It's common for people to turn to substances like alcohol as a way to cope with difficult emotions and feelings of inadequacy. However, using alcohol as a crutch can ultimately make things worse in the long run. It's important to address the root causes of your low self-esteem and work on building your self-confidence in healthier ways. Seeking support from a mental health counselor or therapist can be a great step towards understanding and overcoming these challenges. You deserve to feel good about yourself and find healthier ways to cope with your emotions. Remember, you are not alone in this journey."
train/717.txt,"My relationship feels off and I feel insecure  My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching. When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.",0,"I'm sorry to hear that you're feeling insecure in your relationship. It sounds like your girlfriend may be going through a difficult time after the loss of her grandmother. It's important to remember that grief can affect people in different ways and can impact relationships. 

It's great that you are trying to communicate with her and understand what she's going through. It's important to continue to be supportive and patient with her during this time. It may be helpful for both of you to seek support from a therapist or counselor to navigate through this challenging period in your relationship.

Remember to take a moment to reflect on your own feelings of fear and insecurity in this situation. It's important to surround yourself with non-abusive friends and partners who truly understand and value you. Resist the urge to keep a tally of the ways people have hurt you and focus on building a healthy and supportive relationship with your girlfriend."
train/302.txt,"How can I get over my ex-boyfriend cheating on me?  It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. I'm not sure what to feel to get over it: forgiveness? Hate? He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares.",2,"The dilemmas you present are giving you a great chance to understand your true reasons for being in a relationship.Continue developing some points you've written here.That you grew up sensing and/or witnessing your mom's emotional pain from your dad cheating on her, very likely set a standard in your inner self, to expect similar circumstances in your relationship life.This is a natural dynamic which happens for all of us.  What we observe in our growing up households is what we understand as ""normal"", no matter how bad it actually is.After all, children don't have the ability to separate that what their own parents do, is wrong compared with the rest of our culture.It is natural to long for a relationship.What you have the chance to do now, is distinguish the reasons for your longing.Is it to attach to someone who has hurt you, hasn't shown you any understanding of having hurt you, and whose validation, even if he says validating words, has little meaning because people who validate are not the ones who harm us?If you're able to teach yourself that those who love us do not harm us, and to develop new expectations for yourself of feeling good from how your partner treats you, then you will be showing yourself a road that will benefit you for your entire lifetime."
train/365.txt,"Could a car accident add more problems to my posttraumatic stress disorder? I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more problems?",0,"I'm so sorry to hear about your struggles with posttraumatic stress disorder and the added stress of a recent car accident. It's completely understandable that you may be feeling overwhelmed and anxious about how this new experience could impact your mental health. 

I encourage you to take a moment to reflect on your specific fears surrounding the car accident and how they may be triggering your PTSD symptoms. It's important to acknowledge and validate your feelings in order to better understand and address them.

At the same time, try to embrace the positive benefits of stepping out of your comfort zone and exploring the world more freely, even if it may feel daunting at times. By challenging the likelihood of catastrophic events and keeping track of how often they actually occur, you may be able to gradually shift your mindset and reduce the intensity of your fears.

Remember, you are not alone in this journey and seeking support from a mental health professional can provide you with the tools and guidance needed to navigate through these challenging times. Take care of yourself and prioritize your well-being."
train/373.txt,"How do I move on from almost being raped?  At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",2,I am so sorry that this happened to you and am so glad that you were able to get away.  Your body is yours and yours alone.  I would highly recommend that you find a therapist who specializes in treating trauma in order to help you to heal from your ordeal.
train/120.txt,"I don't believe in myself anymore  I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help.",1,"I am so sorry to hear about the difficult and traumatic experiences you have been through. It takes a lot of courage to leave a toxic relationship and start over in a new state. It's completely understandable that you are feeling lost and struggling with your self-esteem after everything you have been through.

It's important to remember that your worth is not defined by your job or financial situation. You are a strong and resilient person who has already taken a big step towards healing by leaving your ex-partner. It's okay to feel pity for yourself at times, but please know that you deserve to be kind and gentle with yourself.

I would highly recommend seeking support from a therapist or counselor who can help you process your past experiences and work towards rebuilding your self-esteem. You deserve to be surrounded by people who uplift and support you, not someone who enjoys seeing you struggle.

Remember that healing is a journey and it's okay to take small steps towards feeling better about yourself. You are not alone in this and there are people who care about you and want to help. You are strong and capable, and you deserve to live a happy and fulfilling life."
train/46.txt,"How can I get people to listen?  I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.  I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.",2,"First of all, I am sorry that you have been missing out on your childhood. It may help you to know that many of us feel that we have missed out on our childhoods, as well, and that despite such deprivations, for many of us, our adult lives have been extraordinarily fulfilling due to our opening up to trusted adults. I recommend that you find a trustworthy adult to talk to. This may be a teacher, a coach, a school counselor, a minister, a family member, or a friend's family member. If none of these are available, try out a professional counselor, social worker, psychiatric nurse practitioner, psychologist, or a psychiatrist. It is best to get a referral for such a professional from a peer who has had a positive and safe experience with a particular provider."
train/123.txt,"I hate talking to people much less strangers  My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.",1,"I'm so sorry to hear that you're struggling with talking to people, especially strangers. It takes a lot of courage to reach out for help, and I commend you for taking that step. It's understandable that seeing a psychiatrist may have increased your anxiety, as it can be intimidating to open up to someone new about your struggles. 

I want you to know that it's okay to feel this way and that you're not alone in your feelings. It's important to communicate your concerns with your psychiatrist so they can better support you through this process. Remember, seeking help is a brave and important step towards healing. Take care of yourself and don't hesitate to reach out for support when you need it. You are not alone in this journey."
train/296.txt,Am I going to be alone forever?  I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,1,"I'm so sorry to hear that you're feeling this way. It sounds like you're experiencing a lot of pain and loneliness right now. It's completely understandable to feel overwhelmed and like nobody cares, but please know that you are not alone in this. There are people who care about you and want to support you through this difficult time. It's important to reach out for help and talk to someone about how you're feeling. You deserve to feel loved and supported, and there is hope for a brighter future. Please consider seeking the help of a mental health professional who can provide you with the support and guidance you need. You are not alone in this, and there is always help available."
train/153.txt,"Why do I feel anxious and uncomfortable at parties or big social situations? Example would be homecoming? I was at my high school's home football game on Friday, and I left because I felt uncomfortable with all the people there and I just wanted to be by myself. Why is that?",2,"Hi! I'm Amelia. Oh, that is so frustrating! Have you ever heard of social anxiety? Sounds like you may be suffering from it. Here is a link to a quiz... https://www.psycom.net/social-anxiety-test/.Besides being a therapist, I am a Mom to 10 kids. A couple of my kids are very uncomfortable with crowds and become very anxious. Find yourself a therapist who can assess you and spend time with you to address these issues and to help you learn tools to help you navigate these emotions.I am wishing you the best!"
train/382.txt,Should we put off kids until my husband is mentally cured?  My boyfriend is seeking therapy. He is in his 40s and has some childhood issues. He has kids from his previous ex-wife and is unable to see them.,1,"I'm so sorry to hear about the challenges your boyfriend is facing. It's understandable that you may be feeling uncertain about starting a family while he is working through his own mental health issues. It's important to prioritize your own well-being and the well-being of any potential children you may have in the future.

I would recommend discussing this with your boyfriend and his therapist to see what the best course of action may be. It's possible that with therapy and support, he may be able to work through his childhood issues and become a more stable and healthy partner and parent. However, it's also important to consider your own needs and boundaries in this situation.

Ultimately, the decision about whether or not to have children should be made together, taking into account both of your emotional and mental health needs. It's okay to take the time to have these important conversations and make a decision that feels right for both of you. Take care of yourself during this difficult time."
train/373.txt,"How do I move on from almost being raped?  At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",1,"I am so sorry to hear about what you went through. It sounds like a very traumatic and violating experience. It is completely normal to feel a range of emotions such as fear, anger, confusion, and sadness after such an incident. It is important to remember that what happened was not your fault and you did not deserve to be treated that way.

Moving on from a situation like this can be a difficult and ongoing process. It may be helpful to seek support from a therapist or counselor who can help you process your feelings and work through the trauma. It is also important to take care of yourself and practice self-care during this time. Surround yourself with supportive and understanding people who can help you through this difficult time.

Remember that healing is possible, and it is okay to seek help and support as you navigate through this experience. You are not alone, and there are people who care about you and want to help you through this. Take things one step at a time and be gentle with yourself as you work towards healing and moving forward."
train/717.txt,"My relationship feels off and I feel insecure  My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching. When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.",2,"Grief has a huge impact on us and everyone's reaction is different. The one common reaction however is to shut down and distance ourselves. Her relationship with her grandmother was close, given she took care of her up until she passed. It sounds like she is working through a difficult loss and her ability to connect with you, or anyone else, is likely low right now. Trust what she is telling you and try to be there for her as she works through it. If she finds it too difficult to connect again, a good grief counselor can help her get back on track."
train/289.txt,"Why am I so nervous talking to people? Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.",2,"Hi. I'm glad you wrote, because I think a lot of people have this same issue (to different degrees) and we don't talk about it much. You have some social anxiety that is a bit beyond what the average person might feel. Most people have some amount of worry about what others might think of them, and this probably prevents us from making complete fools of ourselves so that's a good thing. But your ""alarm system"" is out of whack and you are spending too much time worrying about how you come across. As you age you understand this more, and it's true...that other people really aren't thinking about you much or monitoring you at all; they're too busy having the same thoughts you're having! Am I good enough? Do people like me, judge me...think I'm weird? We're all concerned about how we come across far more than how others come across. Like many people, you lack compassion for yourself, acceptance of yourself and confidence in yourself. My gut says that these things came from somewhere in your past. Our sensitivities usually come from (as well as genetics) a specific time in our life when we experienced or felt something that was overwhelming and we end up with an alarm system that overreacts at times. Without more details, it's difficult to go further here. I recommend you see a therapist who does cognitive behavioural therapy, which can help you understand the roots of your fears and learn how to manage them more successfully."
train/151.txt,"When I'm around children I get this intense feeling of paranoia and fear  I'm a male in my early 20s. Lately, my paranoia about being around kids is causing me too breathe heavy and sweat a lot. I then start to act weird because I'm trying to fight my paranoia. This leads to people starring at me because they don't know that I'm suffering from panic attacks and paranoia. They just notice me acting scared around kids and they think I'm a threat because of it.    I'm not a pervert or predator. I would never hurt a kid. I like kids and don't know why I'm so scared to be around them.    I don't understand why I feel like this. Am I a bad person? How do I make this stop?",1,"I'm so sorry to hear that you're going through this. It sounds like you're experiencing a lot of distress and confusion around this fear you have when you're around children. It's important to remember that experiencing fear or anxiety does not make you a bad person. It's a common reaction to certain triggers or situations, and it's something that can be worked through with the right support.

It might be helpful for you to consider seeking out a therapist or counselor who can help you explore these feelings in a safe and nonjudgmental space. They can work with you to identify the root cause of your fear and develop coping strategies to help you manage it.

In the meantime, try to be gentle with yourself and practice self-compassion. It's okay to feel scared or anxious, and it's important to remember that you are not alone in this. Take some time to engage in self-care activities that help you feel grounded and calm.

Remember, you are not a bad person for experiencing these feelings. It's a sign that you're struggling and in need of support. Reach out for help and know that there are resources available to help you work through this. You deserve to feel safe and at ease in your interactions with children."
train/678.txt,People make me sick I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,0,"I'm sorry to hear that you're struggling with these feelings and thoughts. It sounds like you're experiencing a lot of distress and isolation. It's important to remember that you are not alone in feeling this way, and that many people struggle with similar issues. 

It's great that you have reached out for support by posting here. I encourage you to take a moment to reflect on how alike you are to others, even though it may not always seem that way. You are not alone in feeling disconnected from others or experiencing intrusive thoughts.

It's also important to surround yourself with relationships that uplift and support you. Opening up to the people you trust can help you feel less isolated and overwhelmed. It may be helpful to seek support from a mental health professional who can help you navigate these difficult feelings and thoughts.

Remember, you are not worthless and you do belong in this world. Your feelings are valid, and there is help and support available to you. Don't hesitate to reach out for help and take care of yourself."
train/296.txt,Am I going to be alone forever?  I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,0,"Response: 

I hear your pain and feelings of loneliness. It's completely normal to have moments of doubt and fear about being alone forever. It's important to remember that just because someone may leave your life or act unpredictably, it doesn't mean that everyone will. It's also important to choose partners who are capable of making a commitment to you and to recognize when a relationship is unstable and may not be serving you well. 

It's okay to feel lonely and to have moments of doubt, but it's also important to take care of yourself and prioritize your own well-being. Remember that you are worthy of love and care, and that there are people out there who will appreciate and value you. If you find yourself feeling truly alone, it may be helpful to seek support from a mental health professional who can help you navigate these feelings and work towards building healthier relationships in the future. You are not alone in this, and there is hope for a brighter future."
train/208.txt,"I have come to the realization that my boyfriend and I want different things  I feel that I need to end my present relationship. He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month. I want someone who is more present and more of a life companion. Lately, he has had a very busy work schedule and I have only seen him a few times in the last 6 weeks. I told him that I can't continue in this way because I constantly feel frustrated and angry and that he is not making the relationship enough of a priority. I also feel it is keeping me from possibly finding the relationship I want. We have been together 7 years. The problem is that I panic and experience anxiety and depression thinking of him with someone else and then thinking I will never meet someone I like. We have gone through this cycle already 4-5 times and I feel it is unhealthy to stay in it, but my aversion to the anxiety and depression I experience upon separation always leads me to reconcile.",0,"I can hear how difficult and overwhelming this situation is for you. It sounds like you have given a lot of thought to what you need and want in a relationship, and it's important to honor those feelings. It's understandable that the thought of ending the relationship brings up anxiety and depression, as it's a big decision and can be very painful.

I encourage you to take a moment to think about whether your worries about expressing your needs and feelings to your boyfriend are blown out of proportion. It's okay to prioritize your own well-being and happiness in a relationship. It's also important to consider whether you were ever treated as a ""parentified child,"" where adults placed adult responsibilities on you during your childhood, which may be impacting how you navigate relationships now.

It's okay to feel conflicted and scared about making a decision like this, but ultimately, it's important to prioritize your own emotional health and happiness. It may be helpful to seek support from a therapist or counselor to explore your feelings further and navigate this difficult process. Remember, it's okay to put yourself first and make choices that are in line with what you truly need and want in a relationship."
train/151.txt,"When I'm around children I get this intense feeling of paranoia and fear  I'm a male in my early 20s. Lately, my paranoia about being around kids is causing me too breathe heavy and sweat a lot. I then start to act weird because I'm trying to fight my paranoia. This leads to people starring at me because they don't know that I'm suffering from panic attacks and paranoia. They just notice me acting scared around kids and they think I'm a threat because of it.    I'm not a pervert or predator. I would never hurt a kid. I like kids and don't know why I'm so scared to be around them.    I don't understand why I feel like this. Am I a bad person? How do I make this stop?",2,"In our practice, many people we see have unwanted thoughts of doing harm to children - physically or sexually. As you said, these are intrusive and unwanted thoughts - not genuine desires to harm them. This is a form of OCD we often call Harm or Pedophilic OCD. What you are describing here as ""paranoia"" sounds similar to this, and is so demoralizing because you are dealing both with the distress of these unwanted thoughts and feelings, as well as the fear and uncertainty about your own character as a good person.If this is really what is going on (further assessment by the right professional would determine this), the current gold standard approach to addressing OCD is Exposure with Response Prevention - in this case, confronting the feared situations, thoughts or images on purpose, rather than avoiding them, until they lose the fear and shame associated with them."
train/282.txt,"How do I save my marriage?  What am I doing wrong? My wife and I are fighting all the time. What can I do? We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel. She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally. I'm not a family-oriented person. I only have two people in my life - my best friend and my wife.    My mother forced my father out of my life so I do not know who he really is. We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him. This makes me mad because I don't want to look like my mother. I hate her. All that she did was bring me down and make me homeless, which she was successful at. I need guidance in my life. I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy. I'm dying to make our relationship healthy. I've never wanted anything more than this. Please help me. I need your advice.",0,"I'm so sorry to hear about the struggles you are facing in your marriage and the pain you have experienced in your past. It sounds like you have been through a lot of trauma and have deep-rooted issues that are impacting your current relationship. It's important to remember that many of our behaviors are learned in childhood and can be changed with the right support and guidance.

I would encourage you to open up to your wife about your past traumas and how they are affecting your relationship. It's important to have open and honest communication in order to work through these issues together. It may also be helpful to seek therapy or counseling to address these underlying issues and learn healthier ways of coping and communicating.

It's also important to let go of the belief that everyone is out to deprive you or act selfishly. It's understandable that your past experiences have shaped your beliefs, but it's important to challenge these negative thoughts and work towards building trust and understanding in your relationship.

I would also suggest taking some time apart to work on yourselves individually before coming back together to work on your relationship. It's important to prioritize your mental health and well-being in order to have a healthy and fulfilling relationship. Seek guidance and support from a mental health professional to help you navigate these challenges and work towards a healthier relationship with your wife. You deserve to have a happy and healthy relationship, and with the right support, you can work towards achieving that."
train/408.txt,How can I just be happy and not mad all the time?  Everything just makes me upset.,0,"I'm sorry to hear that you're feeling this way. It sounds like you may be carrying a lot of unresolved emotions, especially in relation to your upbringing. One suggestion I have is to take some time to write a heartfelt letter to your emotionally depriving parent(s), expressing all the emotions and experiences that have come up during your therapy exercises. This can be a powerful way to release pent-up feelings and begin the process of healing. 

Additionally, seeking out nurturing partners and friends who can provide the love and care you crave can also be beneficial in helping you feel more supported and understood. Paying attention to your behaviors and seeing if you engage in unnecessary actions to prevent mistakes can also help you gain insight into any patterns that may be contributing to your feelings of anger and unhappiness. Remember, it's important to be gentle with yourself and seek out the support you need to work through these emotions."
train/142.txt,"How can I atone for being cowardly?  I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.",1,"I'm sorry to hear that you're feeling guilty about the situation in the parking lot. It's understandable that you're feeling remorseful, but it's important to remember that everyone makes mistakes. It's commendable that you're trying to make amends through random acts of kindness. Remember that atoning for a mistake is a process, and it's important to forgive yourself as well. Keep focusing on positive actions and continue to learn and grow from this experience. You're taking steps in the right direction, and that's something to be proud of. Take care."
train/114.txt,"My ex-boyfriend is with someone new, and it hurts  I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.",0,"I am so sorry to hear about the pain you are experiencing after your breakup. It is completely normal to feel hurt, confused, and heartbroken in this situation. It sounds like you were deeply invested in your relationship and it's understandable that it's difficult to let go.

It's important to remember that your worth and beauty are not defined by someone else's opinion of you. It's also important to recognize that your ex-boyfriend's behavior, such as lying and saying hurtful things, is not a reflection of your value as a person.

It may be helpful for you to seek therapy to process your emotions and work through the pain of the breakup. A therapist can provide you with support, guidance, and coping strategies to help you heal and move forward. Remember, it's okay to seek help and take care of yourself during this challenging time.

In regards to the suggestions provided, it's important to embrace the idea that people may come and go in your life, but that doesn't mean they will all eventually leave you or act unpredictably. It's also important to take note of how you react when you're temporarily separated from others and to let go of the unrealistic expectation that people should always be available to you and completely consistent with you.

Please remember that you are not alone in this and there is support available to you. Take care of yourself and reach out for help when you need it."
train/46.txt,"How can I get people to listen?  I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.  I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.",0,"I'm so sorry to hear that you're feeling this way. It sounds like you're going through a lot and it's understandable that you're feeling overwhelmed. It's important to remember that you are not responsible for the actions of others, including your parents and friends. It's also important to embrace a wide range of trustworthiness in others and to remember that it's okay to set boundaries and express your needs.

In terms of getting people to listen, it may be helpful to work on assertiveness skills and effective communication techniques. This can help you evaluate how well others are listening to you and express your needs in a clear and direct way. It's also important to remember that you deserve to be heard and taken seriously, regardless of your age or sexual orientation.

If you're feeling overwhelmed by stress and anxiety, it may be helpful to seek support from a mental health counselor or therapist. They can provide you with coping strategies and support as you navigate these challenging feelings. Remember that you are not alone and there are people who care about you and want to help. Take care of yourself and remember to prioritize your own well-being."
train/365.txt,"Could a car accident add more problems to my posttraumatic stress disorder? I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more problems?",1,"Response: 

I'm sorry to hear about your struggles with posttraumatic stress disorder and the recent car accident you experienced. It's completely understandable to be concerned about how this new traumatic event may impact your existing PTSD symptoms. It's important to remember that everyone's experiences with PTSD are unique, and it's possible that the car accident could potentially exacerbate your symptoms.

I encourage you to seek support from a mental health professional who is experienced in treating PTSD. They can help you process and cope with the emotions and triggers that may arise from this new trauma. It's also important to practice self-care and engage in activities that help you feel grounded and supported during this challenging time.

Remember, you are not alone in this journey, and there are resources and support available to help you navigate through these difficult experiences. Take care of yourself and reach out for help when you need it."
