"FID","passage","choice 1def 0st 2counselor","response"
"train/210.txt","I always feel the need to tell people everything Whenever I don't tell my friends or anyone what I did or stuff that's not really important, I feel terrible, like there’s a hole in my stomach. It only goes away when I hurt myself.","1","I'm sorry to hear that you're feeling this way. It sounds like you may be struggling with feelings of guilt or shame when you don't share everything with others. It's important to remember that you are not obligated to share every detail of your life with others, and it's okay to have boundaries and keep some things to yourself. Hurting yourself is not a healthy coping mechanism and I would encourage you to seek support from a mental health professional to explore healthier ways to manage these feelings. You deserve to feel at peace and not have to resort to self-harm to cope. Remember that you are not alone in this and there is help available to you."
"train/282.txt","How do I save my marriage?  What am I doing wrong? My wife and I are fighting all the time. What can I do? We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel. She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally. I'm not a family-oriented person. I only have two people in my life - my best friend and my wife.    My mother forced my father out of my life so I do not know who he really is. We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him. This makes me mad because I don't want to look like my mother. I hate her. All that she did was bring me down and make me homeless, which she was successful at. I need guidance in my life. I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy. I'm dying to make our relationship healthy. I've never wanted anything more than this. Please help me. I need your advice.","2","Hello. It sounds to me like you are carrying an enormous amount of emotional weight, and maybe even an equally enormous amount of guilt and feelings of failure about your marriage. I cannot imagine how challenging this is for you right now. Marriages take lots of work, and often the only examples we tend to have are of those we saw when we were young - good, bad, or indifferent. There are no easy answers to your questions, and I won't presume that my response to you will be the linch-pin that heals all your pain. But I can maybe give some thoughts and reflections. First and foremost, cut yourself some slack. No one is perfect. We fail more often than we succeed, but in the end we learn, and that learning helps us grow. Yes, you're right, the abusive aspects of your marriage are not good, and need to stop. You probably are doing more harm than good in that regard, and this will quickly destroy anything you have in your marriage that is even remotely in your favor. Seeing a therapist for yourself, and then seeing a therapist as a couple is a good approach. You have issues that you need to resolve, that, while they impact your marriage because they are part of the history of your life, they are separate from your marriage in many respects.Joining a marriage support group can also be helpful. You can find these through local counseling resources. Sometimes your local crisis numbers can provide services in your area that can be helpful. If you belong to a religious or spiritual community, then you might see if there is any type of counseling offered for free or at a reduced rate. Sometimes pastoral support is focused on the spiritual side of any issues addressed, so if you feel this is important it might be a viable option for you.Lastly, parents are imperfect. Yep...its true. They had no more of a guaranteed parenting success manual than you do at having chances for a perfect marriage. We limp along and do our best. Having said that, we can still take the best from our past and apply to our future, no matter how small or insignificant it might be for us. The bad stuff serves as lessons of what to avoid, and we are each responsible and accountable for our actions in this life. Both with ourselves, and toward other people. So this becomes a guiding principle in our actions. It may be that you discover that the marriage you are in is not a good fit.  I am sure that remains to be seen, but either way you both must be involved in saving it. If only one of you cares, then 100% of the energy to salvage the marriage rests on the shoulders of one person. That's not fair. So be sure you have a clear understanding from your wife about what she wants, and work to create an amicable solution. All of this said, seek out supportive friends, and actively work to do your part to make the changes you want to see in your life. One way or the other, you will benefit from it.Be well."
"train/296.txt","Am I going to be alone forever?  I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.","0","Response: 

It sounds like you are struggling with feelings of loneliness and fear of abandonment. It's important to challenge any exaggerated beliefs you may have about people leaving you or not caring for you. It's also important to recognize that it's okay for people to set boundaries and have their own space. Remember that you are worthy of love and care, and it's okay to prioritize your own needs and well-being. It's important to work on building self-compassion and self-care practices to help you navigate these feelings of loneliness. You are not alone in feeling this way, and seeking support from a mental health counselor or therapist can be a helpful step in finding ways to cope with these feelings. Remember, you are deserving of love and connection."
"train/46.txt","How can I get people to listen?  I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.  I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","1","I am so sorry to hear that you are feeling this way. It sounds like you are dealing with a lot of difficult emotions and situations, and it's completely understandable that you are feeling overwhelmed and alone. It can be incredibly frustrating and disheartening when the people closest to us, like our parents and friends, don't seem to listen or understand us.

It's important to remember that you are not alone in feeling this way. Many people struggle with feeling misunderstood or unsupported by their loved ones. It's also important to remember that it's not your fault that your parents and friends may not be providing you with the support and understanding that you need.

I want you to know that your feelings are valid and important. It's okay to feel hurt, frustrated, and alone. It's also okay to reach out for help and support. You deserve to have people in your life who listen to you, believe you, and support you.

If you feel comfortable, I encourage you to consider seeking out a therapist or counselor who can provide you with a safe and nonjudgmental space to talk about your feelings and experiences. Therapy can be a helpful tool in processing difficult emotions and developing coping strategies for managing stress and anxiety.

Remember that you are a strong and resilient person, and you have already overcome so much in your battle with depression. You deserve to have people in your life who support and uplift you. You are not alone, and there are people who care about you and want to help."
"train/302.txt","How can I get over my ex-boyfriend cheating on me?  It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. I'm not sure what to feel to get over it: forgiveness? Hate? He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares.","1","I am so sorry to hear about what you've been going through. It sounds like you have been carrying a heavy burden of pain and betrayal for quite some time now. It's completely understandable that you are struggling to move on from this experience, especially given your past experiences with your father's infidelity.

It's important to remember that healing from a betrayal like this takes time, and it's okay to feel a range of emotions, including anger, sadness, and even gratitude for the financial help your ex-boyfriend provided. However, it's also important to recognize that holding onto these negative feelings and constantly seeking validation from him is only hurting you in the long run.

I would encourage you to consider seeking therapy to help you process and heal from these experiences. A therapist can help you explore the root causes of your low self-esteem and help you work through your feelings of betrayal and abandonment. It's also important to set boundaries with your ex-boyfriend, including unfollowing him on social media and limiting contact with him.

Remember that you deserve to be in a healthy and loving relationship, and it's important to focus on your own well-being and personal growth. It's okay to feel hurt and angry, but it's also important to work towards forgiveness and letting go of the pain that is holding you back. You are not alone in this journey, and there is support available to help you through this difficult time."
"train/289.txt","Why am I so nervous talking to people? Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.","1","I'm sorry to hear that you're feeling so nervous and insecure when talking to people. It's completely normal to feel this way, and you're not alone in experiencing these feelings. It's important to remember that everyone has their own insecurities and doubts, and it's okay to feel this way.

It's great that you're aware of these feelings and are reaching out for support. Talking to a mental health counselor or therapist can be really helpful in exploring these feelings and finding ways to cope with them. Remember that you are worthy and deserving of love and acceptance, and it's okay to be yourself. You are enough just as you are. Take care of yourself and be kind to yourself as you work through these feelings."
"train/408.txt","How can I just be happy and not mad all the time?  Everything just makes me upset.","2","Anger often comes with a lot of other emotions. Consider what else you may be feeling at the same time and keep track of your different mood changes. You may be able to notice patterns, such as being more frustrated when you don't sleep well. If you do feel as though you are mad all the time, can you think of any exceptions so you can see what is different in those times?"
"train/296.txt","Am I going to be alone forever?  I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.","1","I'm so sorry to hear that you're feeling this way. It's completely understandable to feel overwhelmed and isolated, especially when it seems like no one cares for you. It's important to remember that these feelings are temporary and that you are not alone in this. It's okay to not be okay and to seek help from a mental health professional or support system. You deserve to feel loved and cared for, and there are people who want to support you through this difficult time. Remember that you are worthy of love and connection, and it's okay to reach out for help. You are not alone."
"train/46.txt","How can I get people to listen?  I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.  I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","0","I am so sorry to hear about the challenges you are facing with your parents and friends. It sounds like you have been through a lot and it's understandable that you are feeling overwhelmed. It's important to remember that you are not alone and that there are people who care about you and want to listen.

It can be difficult to feel heard, especially when it comes to serious topics like your sexual orientation and mental health struggles. It may be helpful to try to have an open and honest conversation with your parents about how you are feeling and what you need from them. It's possible that they may not fully understand your perspective and by expressing your feelings, you may be able to bridge that gap.

In terms of your friends, it's important to remember that everyone has their own struggles and sometimes they may not be able to provide the support you need. It's okay to reach out to other trusted individuals, such as a counselor or support group, who may be able to offer the support and understanding you are seeking.

Remember to prioritize your own well-being and surround yourself with people who are supportive and non-abusive. It's important to take care of yourself and seek out relationships that are healthy and nurturing. You deserve to have people in your life who listen to you and support you."
"train/114.txt","My ex-boyfriend is with someone new, and it hurts  I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.","2","I am very sorry for the pain you are suffering. Losing the most significant person in your life is extremely painful and breakups are often equated to a death. There will certainly be a grieving process that you go through and time passing will allow the hurt to subside. With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place. Anytime sadness causes thoughts of suicide or self harm, it is important to get help immediately. A therapist can help you by validating your feelings and what you are going through, while also working with you to move through the grieving process, adopt new hobbies, social outlets, and goals for your future. While starting over and trying out new ways of being may seem like a daunting task, it will only make things easier and give you a sense of hope and purpose for your future. With the new year right around the corner, this could be viewed as a good time and opportunity to get reaquainted with yourself and set goals related to living a more fullfilling life. Hang in there. With a support system in place and a healthy mindset, things can only get easier. Best of luck to you!"
"train/91.txt","How can I get over my depression and grief? My dad passed away when I was a teenager. I never got any help, and five years later, I feel like I can't handle it anymore.","0","I am so sorry to hear about the loss of your dad and the pain you have been carrying for so long. It sounds like you have been through a lot of difficult experiences, and it's important to acknowledge and validate those feelings. 

It may be helpful for you to explore any feelings of abandonment you may have experienced in your life, especially in childhood, as this can impact how you process and cope with grief and depression. Additionally, noticing and challenging any negative or pessimistic thinking patterns can also be beneficial in shifting your perspective and improving your emotional well-being.

As you work on focusing on the positives in your life and reframing your thoughts, you may begin to notice a shift in how you feel. It's important to remember that healing is a process and seeking professional help, such as therapy, can provide you with the support and tools you need to navigate through your grief and depression. You are not alone in this journey, and reaching out for help is a courageous step towards healing."
"train/302.txt","How can I get over my ex-boyfriend cheating on me?  It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. I'm not sure what to feel to get over it: forgiveness? Hate? He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares.","0","I'm so sorry to hear about what you've been through with your ex-boyfriend cheating on you. It's completely understandable that you're struggling to move on from such a betrayal, especially given your past experiences with your father's infidelity. It sounds like there is a lot of pain and unresolved emotions that you're carrying with you.

It's important to acknowledge and validate your feelings, whether that be forgiveness, hate, or a mix of both. It might be helpful to explore these feelings further through imagery or writing exercises, as well as learning proper assertion skills to appropriately vent your anger and other strong emotions.

In terms of seeking validation from your ex-boyfriend, it's important to remember that your worth and value are not dependent on his approval. It might be beneficial to consider setting boundaries with him, such as unfollowing him on social media to help you focus on your own healing and growth.

It's also important to prioritize self-care and focus on your new relationship and goals. Seeking support from a therapist or counselor can also be helpful in processing your emotions and working through the pain of betrayal. Remember, healing takes time and it's okay to seek help along the way. You deserve to prioritize your own well-being and happiness."
"train/153.txt","Why do I feel anxious and uncomfortable at parties or big social situations? Example would be homecoming? I was at my high school's home football game on Friday, and I left because I felt uncomfortable with all the people there and I just wanted to be by myself. Why is that?","2","Hi! I'm Amelia. Oh, that is so frustrating! Have you ever heard of social anxiety? Sounds like you may be suffering from it. Here is a link to a quiz... https://www.psycom.net/social-anxiety-test/.Besides being a therapist, I am a Mom to 10 kids. A couple of my kids are very uncomfortable with crowds and become very anxious. Find yourself a therapist who can assess you and spend time with you to address these issues and to help you learn tools to help you navigate these emotions.I am wishing you the best!"
"train/142.txt","How can I atone for being cowardly?  I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.","1","I'm sorry to hear that you are feeling guilty about this situation. It's understandable that you are feeling remorseful about not being able to make things right with the other driver. It sounds like you are trying to make amends by doing random acts of kindness, which is a positive step in the right direction. Remember that we all make mistakes and it's important to learn from them and grow as a person. It's also important to forgive yourself and move forward. Keep doing good deeds and spreading positivity, and hopefully, over time, you will find peace with yourself. If you are still struggling with feelings of guilt, it may be helpful to speak with a therapist or counselor to work through these emotions. Take care of yourself."
"train/282.txt","How do I save my marriage?  What am I doing wrong? My wife and I are fighting all the time. What can I do? We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel. She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally. I'm not a family-oriented person. I only have two people in my life - my best friend and my wife.    My mother forced my father out of my life so I do not know who he really is. We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him. This makes me mad because I don't want to look like my mother. I hate her. All that she did was bring me down and make me homeless, which she was successful at. I need guidance in my life. I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy. I'm dying to make our relationship healthy. I've never wanted anything more than this. Please help me. I need your advice.","0","I am so sorry to hear about the traumas and challenges you have faced in your life. It is clear that you have been through a lot and that these experiences have had a significant impact on your relationships, including your marriage. It's important to recognize that the way you have been treated in the past can affect how you interact with others in the present.

It sounds like you are really struggling with communication and conflict resolution in your marriage. One suggestion I have for you is to work on developing assertion skills and finding ways to express your needs effectively to your wife. It may also be helpful to seek out therapy or counseling to work through some of the trauma and emotional deprivation you have experienced.

Additionally, creating space in your relationship to work on yourselves individually and then come back together to work on the relationship as a team could be beneficial. It's important to prioritize your own well-being and mental health in order to have a healthy and fulfilling relationship with your wife.

I encourage you to seek support and guidance from a mental health professional who can help you navigate these challenges and work towards creating a healthier and more fulfilling relationship with your wife. You deserve to have a happy and healthy relationship, and with the right support and tools, it is possible to work towards that goal."
"train/718.txt","My ex-boyfriend and I broke up about 3 months ago and now he wants me back  I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?","1","I can hear how difficult and confusing this situation must be for you. It's completely normal to have conflicting feelings about your ex and your current partner. It's important to take some time to reflect on what you truly want and what will make you happiest in the long run. It might be helpful to talk to a therapist or a trusted friend about your feelings and explore your options. Remember to prioritize your own emotional well-being and make a decision that feels right for you."
"train/153.txt","Why do I feel anxious and uncomfortable at parties or big social situations? Example would be homecoming? I was at my high school's home football game on Friday, and I left because I felt uncomfortable with all the people there and I just wanted to be by myself. Why is that?","1","I'm sorry to hear that you're feeling anxious and uncomfortable in social situations like parties and big events. It's not uncommon to feel overwhelmed in crowded or unfamiliar environments, especially if you're someone who prefers quiet or more intimate settings. There could be a variety of reasons why you feel this way, such as social anxiety, introversion, or past negative experiences in social settings.

It's important to remember that it's okay to feel this way and that you're not alone in experiencing these feelings. It might be helpful to explore the root of your discomfort with a therapist or counselor who can provide support and help you develop coping strategies for managing social anxiety. In the meantime, it's okay to take breaks or step away from overwhelming situations to give yourself some space and time to recharge. Remember to be kind to yourself and prioritize your mental well-being."
"train/678.txt","People make me sick I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.","1","I am so sorry to hear that you are experiencing these thoughts and feelings. It sounds like you are going through a lot right now and it must be incredibly difficult to navigate through these challenges. It takes a lot of courage to reach out for help and I want to commend you for taking that step.

It's important to know that you are not alone in feeling this way and that there is help available to you. It may be helpful to seek support from a mental health professional who can provide you with the tools and resources to cope with these thoughts and feelings. Therapy can be a safe space for you to explore and address these issues in a non-judgmental and supportive environment.

In the meantime, please remember to take care of yourself and practice self-care. It's okay to take things one day at a time and to reach out for support when you need it. You are not worthless and you deserve to feel better. Please know that there is hope for healing and that you are deserving of a fulfilling and meaningful life."
"train/210.txt","I always feel the need to tell people everything Whenever I don't tell my friends or anyone what I did or stuff that's not really important, I feel terrible, like there’s a hole in my stomach. It only goes away when I hurt myself.","0","I'm sorry to hear that you're feeling this way. It sounds like you may have a strong need for validation and approval from others. It's important to remember that you are valuable and worthy just as you are, and that you don't need to constantly seek validation from others. 

One suggestion I have for you is to try identifying and listing your own personal preferences and natural inclinations, rather than always doing what you think others want you to do. This can help you feel more confident in expressing your true self and not feeling the need to constantly seek approval from others. 

Additionally, using time-outs, meditation, and relaxation exercises can help you manage these feelings of emptiness and anxiety when you're not sharing everything with others. These practices can help you connect with yourself and find inner peace without needing external validation. 

Remember, it's important to prioritize your own well-being and self-expression. You are valuable just as you are, and you don't need to constantly seek approval from others to feel worthy. Take care of yourself."
"train/717.txt","My relationship feels off and I feel insecure  My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching. When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.","1","I'm sorry to hear that you're going through a difficult time in your relationship. It sounds like your girlfriend is still grieving the loss of her grandmother and is having a hard time connecting with others, including you. Grief can have a profound impact on a person's emotions and behaviors, and it's not uncommon for someone to withdraw or have difficulty with intimacy after experiencing a significant loss.

It's important to communicate openly and honestly with your girlfriend about your feelings and concerns, but also try to approach the situation with empathy and understanding. It's possible that her behavior is not related to you or your relationship, but rather her own internal struggles with grief and loss.

I would encourage you to continue to support and be there for your girlfriend during this difficult time. Encourage her to seek support from a therapist or counselor who can help her navigate her feelings and emotions. Remember that it's okay to feel insecure or worried, but try to approach the situation with patience and compassion. Take care of yourself as well and consider seeking support for yourself if needed."
"train/382.txt","Should we put off kids until my husband is mentally cured?  My boyfriend is seeking therapy. He is in his 40s and has some childhood issues. He has kids from his previous ex-wife and is unable to see them.","1","I'm so sorry to hear about the struggles that you and your husband are facing. It's understandable that you may be feeling unsure about starting a family given the current circumstances. It's important to prioritize your husband's mental health and well-being before making any decisions about expanding your family. Seeking therapy is a positive step towards healing and addressing the childhood issues that may be impacting his ability to see his children. It's important to remember that healing is a process and it's okay to take the time needed to work through these challenges before adding more stressors to the situation. Remember to take care of yourself during this time as well. It may be helpful for both of you to seek support from a therapist or counselor to navigate these difficult emotions and decisions together."
"train/408.txt","How can I just be happy and not mad all the time?  Everything just makes me upset.","1","I'm sorry to hear that you're struggling with feeling constantly upset and mad. It's completely understandable to feel overwhelmed by negative emotions, and it's important to remember that you're not alone in this struggle. It's okay to feel this way, but it's also important to find healthy ways to cope and work towards feeling happier.

One suggestion is to try practicing mindfulness and self-care techniques. Taking time to focus on the present moment and engage in activities that bring you joy can help shift your mindset and reduce feelings of anger. Additionally, consider seeking support from a therapist or counselor who can help you explore the root causes of your anger and develop coping strategies.

Remember, it's okay to ask for help and prioritize your mental health. You deserve to feel happy and at peace, and with the right support and tools, it is possible to work towards a more positive mindset. Take care of yourself and be gentle with yourself as you navigate this journey towards healing."
"train/142.txt","How can I atone for being cowardly?  I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.","2","From your writing, you have already atoned for what you describe as ""cowardly"".Recognizing your action and trying to directly correct it, realizing your action was improper and demonstrating the willingness to take right action, are all examples of making things right.Since the actual driver is unavailable to consult as to their wishes on what they expect and feel would correct the matter, you did the next best thing and considered the situation from the driver point of view."
"train/718.txt","My ex-boyfriend and I broke up about 3 months ago and now he wants me back  I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?","2","Finding the right person is a tricky thing to do. Why did you and your ex break up 3 months ago? In relationships with others you get to see a reflection of yourself. Sometimes you may enjoy that reflection, other times it may not feel so good. I'm not sure where you are in your life and relationships and what you do from here depends on what you desire more of in your life. But I'm not simply talking in the moment desire, I'm referring to the direction you want your life to go. If one of these guys was to support you...who would help you reach your dreams? And who would you enjoy spending time with? It's complicated and no one can answer the 'what to do' question but you. Slow down. Tune into your heart. Listen."
"train/120.txt","I don't believe in myself anymore  I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help.","2","Congratulations on leaving your marriage!It is ok and natural to feel sadness, loss, uncertainty in direction, hurt, resulting from ending the marriage.Possibly what you consider ""pity"" is a combination of these feelings.Be kind and caring toward who you are since you just put yourself through a major separation and need time to clear out the old emotions that connected you to your ex.There is very, very little chance of him helping you since he lacks compassion and empathy.More likely any help he gave would be in order to manipulate you.Maybe for now your server job is ok do you have more time to concentrate on taking care of your emotions.You were a manager once, you can be a manager again when you feel ready for doing so.Good luck!"
"train/123.txt","I hate talking to people much less strangers  My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.","2","Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
"train/678.txt","People make me sick I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.","2","Sounds like you are dealing with a lot within your self which is causing you great pain.  I would suggest that first you get a full physical evaluation to make sure that you are ok physically.  Then getting a mental evaluation as well from a psychiatrist.  Seeing both would help rule out any physically or psychologically causes to your symptoms.    After getting these evaluations, your physician should be able to help guide you on what treatments would be the best to help with your everyday challenges your are facing.  Whether treatment includes medication and/or psychotherapist would be discussed.  Please consider doing both immediately so you can have the live you want everyday you wake up."
"train/302.txt","How can I get over my ex-boyfriend cheating on me?  It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. I'm not sure what to feel to get over it: forgiveness? Hate? He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares.","2","The dilemmas you present are giving you a great chance to understand your true reasons for being in a relationship.Continue developing some points you've written here.That you grew up sensing and/or witnessing your mom's emotional pain from your dad cheating on her, very likely set a standard in your inner self, to expect similar circumstances in your relationship life.This is a natural dynamic which happens for all of us.  What we observe in our growing up households is what we understand as ""normal"", no matter how bad it actually is.After all, children don't have the ability to separate that what their own parents do, is wrong compared with the rest of our culture.It is natural to long for a relationship.What you have the chance to do now, is distinguish the reasons for your longing.Is it to attach to someone who has hurt you, hasn't shown you any understanding of having hurt you, and whose validation, even if he says validating words, has little meaning because people who validate are not the ones who harm us?If you're able to teach yourself that those who love us do not harm us, and to develop new expectations for yourself of feeling good from how your partner treats you, then you will be showing yourself a road that will benefit you for your entire lifetime."
"train/151.txt","When I'm around children I get this intense feeling of paranoia and fear  I'm a male in my early 20s. Lately, my paranoia about being around kids is causing me too breathe heavy and sweat a lot. I then start to act weird because I'm trying to fight my paranoia. This leads to people starring at me because they don't know that I'm suffering from panic attacks and paranoia. They just notice me acting scared around kids and they think I'm a threat because of it.    I'm not a pervert or predator. I would never hurt a kid. I like kids and don't know why I'm so scared to be around them.    I don't understand why I feel like this. Am I a bad person? How do I make this stop?","2","In our practice, many people we see have unwanted thoughts of doing harm to children - physically or sexually. As you said, these are intrusive and unwanted thoughts - not genuine desires to harm them. This is a form of OCD we often call Harm or Pedophilic OCD. What you are describing here as ""paranoia"" sounds similar to this, and is so demoralizing because you are dealing both with the distress of these unwanted thoughts and feelings, as well as the fear and uncertainty about your own character as a good person.If this is really what is going on (further assessment by the right professional would determine this), the current gold standard approach to addressing OCD is Exposure with Response Prevention - in this case, confronting the feared situations, thoughts or images on purpose, rather than avoiding them, until they lose the fear and shame associated with them."
"train/286.txt","Why do I have low self-esteem and lack confidence?   I always need alcohol to feel better and use that as a excuse.","1","It sounds like you are going through a difficult time and struggling with low self-esteem and confidence. It's important to remember that you are not alone in feeling this way, and seeking help is a brave and important step towards healing.

Using alcohol as a coping mechanism can often be a sign of underlying issues that need to be addressed. It's great that you are recognizing this pattern and reaching out for support. Remember that self-esteem and confidence are things that can be worked on and improved with time and effort.

I encourage you to consider seeking therapy or counseling to explore the root causes of your low self-esteem and work towards developing healthier coping mechanisms. You deserve to feel good about yourself and have the confidence to face life's challenges without relying on alcohol. Take care of yourself and know that there is support available to help you on your journey towards healing."
